순번,현장명,공정률,공사규모,재해일자,발생형태,기인물(대),기인물(중),기인물(소),기인물상세,소업종명,규모,직종,연령,성별,근속기간,재해요일,재해시간,재해개요,시설물(대),근로자수
359,Han River Apartment ventilation duct removal and parapet repair work,After construction completion,Less than 10 million won,20100410,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,work platform,Work stool (workbench),Other construction work,less than 5 people,Device/machine operation and assembly workers,41,other,less than 1 month,Saturday,10 o'clock,"During ventilation demolition work, two workers were working on a sky aerial work platform (5 ton) workbench to cut a 70kg ventilator with a hand grinder and place it on the workbench. When the old vent hole was damaged and the string fell off, the victim fell 11 meters along with the ventilator. He fell to the ground below and died.",Residential and commercial facilities,1
360,Crack and water leak repair work at Unam Apartment in Chunui-dong,over 90,Less than 100 million to 200 million won,20100628,fall,"Buildings, structures and surfaces",Other buildings and structures,"Other buildings, structures, etc.","pillars, walls",Architectural construction work,5 to 9 people,Architectural finishing related skills,32,other,less than 1 month,monday,13 o'clock,"While repairing an exterior wall crack on the 14th floor of Line 1 and 2, Building 102, Unampurmi Apartment, Chunui-dong, the rope fell about 2 to 3 meters in 1st, 2nd, and 3rd stages, and fell to his death.",Residential and commercial facilities,5
361,Dodong Core Grand Bleu Apartment Section Main. Supply Pipe,Less than 5 to 10%,Less than 200 million to 300 million won,20100609,collapse,"Buildings, structures and surfaces",floor and ground surface etc.,slope and bedrock,slope and bedrock,Other construction work,30 to 49 people,Architectural and civil engineering technicians and testers,39,other,less than 1 month,wednesday,11 o'clock,"During the excavation process for city gas pipeline construction, the soft ground collapsed and he was buried in soil. He was transferred to Dongdae University Hospital in Gyeongju by calling 119, but on June 10, 2010, he died. Died at 14:30.",Residential and commercial facilities,36
362,Window Girls’ Middle and High School expansion and repair work (main building and dormitory expansion),Less than 40 to 50%,Less than 5 billion to 10 billion won,20100707,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,double rope scaffolding,Architectural construction work,100 ~ 199 people,Construction-related technicians,51,other,less than 1 month,wednesday,09:00,"2010.7.7. (Wed) Around 09:10, at the expansion and repair work site of Changwha Girls' Middle and High School, located in Mia-dong, Gangbuk-gu, Seoul, and being constructed by Segang Industries Co., Ltd., scaffolding worker “Mang ***” was on the outside of the 4th floor section of the structure. In order to extend the scaffolding, he hung a safety belt on the vertical member installed first and waited for a while to connect the horizontal member. The steel pipe joint of the vertical member bent, broke through the falling object prevention room, and fell to the concrete floor about 18.0 meters below the ground, killing him.",Residential and commercial facilities,123
363,Gyeongil Villa waterproofing and painting work,Less than 50 to 60%,Less than 20 million to 40 million won,20100707,fall,"Buildings, structures and surfaces",Other buildings and structures,"Other buildings, structures, etc.","pillars, walls",Other construction work,less than 5 people,Architectural finishing related skills,56,other,less than 1 month,wednesday,11 o'clock,"2010.07.07 Around 11:00, while doing exterior wall painting work on a rope at “Gyeongil Villa” located at 633 Gyeonghwa-dong, Jinhae-gu, Changwon-si, he fell from the 3rd floor to the 1st floor and received treatment at Jinhae Yonsei Hospital and Samsung Changwon Hospital. Died around 01:30 on July 13, 2010",Residential and commercial facilities,1
364,Incheon Cheongna A25BL Apartment Section 1,Less than 50 to 60%,More than 100 billion won,20100729,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,work platform,Work stool (workbench),Architectural construction work,300 ~ 499 people,Construction-related technicians,53,other,less than 1 month,thursday,15 o'clock,"At around 15:00 on July 29, 2010, while working on a 60cm work platform (wooden pole) from the floor of the 13th floor to assemble the floor slab Rform on the 14th floor of Building 103 in Tool A in the Cheongna A25BL apartment construction site in Incheon, my body hurt. He lost his balance and fell and was taken to the hospital via 119, but he died on August 2, 2010.",Residential and commercial facilities,377
365,"New APT type factory construction at 585-20, Gajwa-dong",Less than 20 to 30%,Less than 2 billion to 5 billion won,20100719,fall,"Buildings, structures and surfaces",Other buildings and structures,"Steel beams, trusses","steel frame, truss",Architectural construction work,30 to 49 people,Construction-related technicians,49,other,less than 1 month,monday,08:00,"At around 08:00 on July 19, 2010, while working on installing a steel tech plate at the new construction site of an apartment-type factory in Gajwa-dong, Incheon, the victim slipped while moving the tech plate to lay the tech plate on the steel frame floor of the second floor and fell 7m down to the concrete floor (1st floor) and was taken to the hospital. He was transported to but died.",Residential and commercial facilities,32
366,Seongbokjai 2nd apartment site,over 90,More than 100 billion won,20100714,hit,Equipment/Machines,"Transportation, lifting equipment and machinery",fork lift,fork lift,Architectural construction work,500 ~ 999 people,Simple construction and mining workers,72,female,less than 1 month,wednesday,08:00,"2010. 7. 14 Around 08:10, while removing stones and repairing the grass planting area in the ground flower bed of Apartment Building 203, a person died after colliding with a forklift that was moving on the road to the ground parking lot in front of Building 203 to transport materials.",Residential and commercial facilities,753
367,Hwaseong Dongtan Hyperion,Less than 80 ~ 90%,Less than 50 billion to 100 billion won,20100716,fall,"Buildings, structures and surfaces",ends and openings,end,end,Architectural construction work,300 ~ 499 people,unclassifiable,32,other,1 month to less than 2 months,friday,15 o'clock,"2010.07.16. Around 15:05, the victim lost his body balance and fell to the ground while filling back-up material for light work between louver window frames in the air conditioner outdoor unit room of unit 3 on the 15th floor of Dongtan Hyperion's new construction site building A in Dongtan, Hwaseong-si and died. It was done.",Residential and commercial facilities,375
368,Seongdong Village LG 3rd Apartment Septic Tank Closure Construction,Less than 20 to 30%,Less than 40 million to 100 million won,20100716,Occupational diseases (excluding pneumoconiosis),unclassifiable,unclassifiable,unclassifiable,unclassifiable,Other construction work,less than 5 people,unclassifiable,42,other,less than 1 month,friday,11 o'clock,"At the construction site of the LG 3rd apartment septic tank (sewage treatment facility) closure construction site in Seongdong Village, Yongin-si, the deceased, who was assisting with cutting and collecting the filter paper of the filter tank, entered the filter tank and fell unconscious due to hydrogen sulfide poisoning while cutting the filter paper at the bottom. 119 He was rescued and transported to Seoul National University Bundang Hospital, but died at 17:32 on July 19, 2010.",Residential and commercial facilities,4
369,Hanam Poongsan district apartment-type factory development project,Less than 70 to 80%,unclassifiable,20100803,stuck,Equipment/Machines,Other facilities and machines,Other unclassified equipment and machinery,Other unclassified equipment and machinery,Architectural construction work,300 ~ 499 people,"Construction, electrical and production managers",43,other,less than 1 month,tuesday,06:00,"On August 3, 2010, the driver of a bulk vehicle found the deceased, a worker from Keunsol Construction Co., Ltd., a subcontractor of Byuksan Construction Co., Ltd., who was working on a fireproofing machine (cement mixing machine) at the site of section 2 of an apartment-type factory, stuck inside a mortar mixer box. discovered the machine, cut off the power to the machine operation box, took it out, and took emergency measures, but it was a disaster where a person died at the scene.",Residential and commercial facilities,450
370,Daewon Cantabil Apartment model house site in Namyangju Byeolnae District,After construction completion,Less than 1 billion to 2 billion won,20100716,Electric shock,Equipment/Machines,General manufacturing and processing equipment and machinery,Auxiliary and support facilities such as heating and energy,Transfer and compression equipment such as pumps,Architectural construction work,10 to 15 people,Simple construction and mining workers,39,other,less than 1 month,friday,15 o'clock,"At the new construction site of Daewon Cantabil Apartment in Byeolnae residential area in Namyangju, around 15:15 on July 16, 2010, the victim was found to have fallen forward while repairing a broken water pump while pumping out water accumulated in the flooded area, screaming “Ah”. He was taken to the hospital but died.",Residential and commercial facilities,11
371,"Paju New Town ""Sambur Renaissance Apartment A12 Block"" new construction",over 90,More than 100 billion won,20100603,fall,"Buildings, structures and surfaces",stairs and ladders,ladder,portable ladder,Architectural construction work,less than 5 people,plumber,59,other,1 year to less than 2 years,thursday,16:00,"2010.6.3. At around 16:00, at the “Sambu Renaissance Apartment A12 Block new construction” site being built by Sambu Construction Co., Ltd. in Gyoha-eup, Gyoha-eup, Paju-si, Gyeonggi-do, the process of putting mortar on the penetration part of the underground PIT pipe of the apartment building (514 degrees) with fellow workers. While transporting mortar and going down a ladder, he slipped on the step of the ladder and fell from a height of about 1.5 meters. He suffered a head injury and was taken to a medical facility for treatment. June 14, 2010. Died.",Residential and commercial facilities,0
372,Amsa-dong 456-54 Jaekyung Lee multi-family housing construction,Less than 60 ~ 70%,Less than 300 million to 500 million won,20100712,Electric shock,"Parts, Accessories and Materials","Electrical equipment, parts","Electrical equipment, parts",Transmission and distribution lines,Architectural construction work,5 to 9 people,Architectural and civil engineering technicians and testers,53,other,less than 1 month,monday,10 o'clock,"At around 10:30 on July 12, 2010, while dismantling scaffolding on the 4th floor of the Amsa-dong multi-family housing construction site located at 456-54 Amsa-dong, Gangdong-gu, Seoul, the deceased touched a high-voltage wire running above the work site with an iron bar, causing the high-voltage wire to break. He fell to his death due to being electrocuted when it broke.",Residential and commercial facilities,7
373,Seosan Seokrim 3 Jugong Apartment valve replacement work,Less than 60 ~ 70%,Less than 10 million won,20100809,fall,"Buildings, structures and surfaces",stairs and ladders,ladder,Ladder lacking detailed information,Other construction work,less than 5 people,plumber,54,other,less than 1 month,monday,13 o'clock,"The deceased was hired by Daemyung Co., Ltd. as a daily worker on August 6, 2010, and was deployed to the “Seosan Seokrim 3 Jugong Apartment Valve Replacement Work” site being constructed by Daemyung Co., Ltd. on August 9, 2010, to replace valves in the machine room for approximately 20 days. While working on a 2m high ladder, an accident occurred where he fell from the ladder. He was transported to Seosan Medical Center by 119, and then transported back to Daejeon St. Mary's Hospital where he died while receiving treatment. The cause of death was medullary paralysis due to cerebral hemorrhage.",Residential and commercial facilities,1
374,Yeonwon Village Samsung Chereville Apartment Sewage Treatment Facility Closure Construction,less than 5%,Less than 20 million to 40 million won,20100820,oxygen deficiency,Equipment/Machines,General manufacturing and processing equipment and machinery,Auxiliary and support facilities such as heating and energy,"Waste gas, dust collection, waste treatment facilities",Other construction work,less than 5 people,unclassifiable,60,other,less than 1 month,friday,12 o'clock,"At around 12:55 on Friday, August 20, 2010, at the sewage treatment facility closure construction site in the Samsung Chereville Apartments located at 624 Mabuk-dong, Giheung-gu, Yongin-si, a worker who was removing sewage from the inside of the treatment tank (depth 4.6m) fell, and a colleague came to his rescue. Four workers fell unconscious as they entered one after another. They were rescued by 119 and taken to the hospital, but one person died and four were injured.",Residential and commercial facilities,2
375,Apartment-type factory construction at 325-2 Seongsu-dong,Less than 70 to 80%,Less than 20 billion to 30 billion won,20100810,fall,unclassifiable,unclassifiable,unclassifiable,unclassifiable,Architectural construction work,100 ~ 199 people,"Electrical, electronic and mechanical engineering technicians and testers",44,other,2 months to less than 3 months,tuesday,15 o'clock,"The victim, who worked for Ilshin Electric Co., Ltd., a power company at the above workplace, fell while doing plumbing work with a co-worker on the 6th floor and died on the spot.",Residential and commercial facilities,102
376,"Waterproofing and wallpapering work for Unit 1101, Building 202, Incheon Galsan Complex 2 and other 1st units",less than 5%,Less than 10 million won,20100908,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,moon scaffolding,Architectural construction work,less than 5 people,"Construction, electrical and production managers",36,other,less than 1 month,wednesday,17:00,"Disaster *** occurred on 2010.09.08. At around 17:20, in order to repair water leakage from the cracked exterior wall between the 15th and 14th floors on the side of the apartment in Building 205, Galsan Jugong Complex 2, 360 Galsan-dong, Bupyeong-gu, Incheon, a short main rope was connected with an old rope and tied to the rooftop railing. While working down the stairs, an old rope connected to the men-in-rope broke and he fell into the flower bed on the first floor and died.",Residential and commercial facilities,1
377,Apartment construction work in Complex 1 and 4 in Sinjeong District 3,Less than 60 ~ 70%,More than 100 billion won,20101007,stuck,Equipment/Machines,"Transportation, lifting equipment and machinery",Other transportation and lifting equipment and machinery,motorized bogie,Architectural construction work,500 ~ 999 people,plumber,55,other,less than 1 month,thursday,16:00,"'The deceased was working as a plumber at Jinhwa E&C Co., Ltd. He was working at the SH construction site in Section 1, Complex 4, Sinjeong 3 District, No. 781-9, Sinjeong-dong, Yangcheon-gu since September 28, 2010. At the construction site in Building 403, a witness (Park Joo-seon) was seen in the basement. They were working on the first floor, and the deceased got on an aerial workbench (a type of elevator) to go up to the upper floor. He operated the workbench himself and went up about 3-4m. However, he did not notice the obstacle installed to support the building and fell over the obstacle. A witness at the scene discovered that the body was trapped between the aerial platform and the aerial work platform and reported it to the 119 emergency department. However, the 119 firefighter who arrived at the scene examined the deceased using a redefibrillation machine and found that there was no response in breathing or electrocardiogram (ECG). (Refer to the Agency for Confirmation of Death Facts).",Residential and commercial facilities,762
378,"Shindonga Familiar Apartment, Hi-Park City, Deokji-gu, Ilsan",Less than 80 ~ 90%,More than 100 billion won,20100622,fall,"Buildings, structures and surfaces",ends and openings,opening,other openings,Architectural construction work,less than 5 people,Architectural finishing related skills,53,other,6 months to less than 1 year,tuesday,15 o'clock,An accident occurred during the process of checking for defect repairs around the elevator opening on the upper floor of Building 403 of Mangin ***-ga Apartment at Shindonga Construction's Ilsan High Park Apartment new construction site.,Residential and commercial facilities,2
379,"Sammaeul Ssangyong Apartment crack repair and repainting, underground parking lot epoxy painting work",Less than 5 to 10%,Less than 100 million to 200 million won,20101031,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,work platform,Work stool (workbench),Architectural construction work,5 to 9 people,unclassifiable,48,other,less than 1 month,sunday,09:00,"2010.10.31. (Sunday) At the site of external wall crack repair and repainting work at Sammaeul Ssangyong@ in Hogye-dong, Anyang, around 09:00, the victim moved the drainage slab from the roof of building 205 upwards to support the scaffolding on the roof ventilation structure. After connecting the rope and the workbench and getting on the workbench, he lost the rope he was holding and fell to the floor 40 meters below. He was taken to the hospital, but died.",Residential and commercial facilities,7
380,Seogyo Xi site,Less than 60 ~ 70%,More than 100 billion won,20101006,fall,Equipment/Machines,"Transportation, lifting equipment and machinery",Lifting equipment and machinery,tower crane,Architectural construction work,"1,000 ~ 1,999 people",unclassifiable,35,other,less than 1 month,wednesday,14:00,"At the site of Seogyo Xi, 418-1 Hapjeong-dong, Mapo-gu, Seoul, the tower crane unit 4 in the business building was turning. After a bang sound, the boom was flipped upward, hitting the boom of the tower crane unit 1 in building 101, damaging tower crane units 1 and 4. As the building collapsed, it struck a window welder *** who was working in building 101, causing him to fall and be transported to the emergency room of Sinchon Severance Hospital by 119 ambulance, where he died during treatment.",Residential and commercial facilities,1730
381,Munsan Seon-yu (3) Apartment Construction Section 2,over 90,Less than 30 billion to 50 billion won,20100928,fall,"Buildings, structures and surfaces",Other buildings and structures,"roof, beam","roof, beam",Architectural construction work,100 ~ 199 people,unclassifiable,55,other,less than 1 month,tuesday,13 o'clock,"2010.09.28 At around 13:50, a disaster occurred at the Munsan Seon-yu (3) Apartment new construction site constructed by Gyeryong Construction, falling down the parking ramp floor while installing the sloping roof pillar and horizontal connector for the parking lot number 5 ramp.",Residential and commercial facilities,143
382,"Shindonga Familiar Apartment, Hi-Park City, Deokji-gu, Ilsan",over 90,More than 100 billion won,20101026,hit by object,Equipment/Machines,Construction and mining machinery,Excavation and loading related machinery,white tiger,Architectural construction work,less than 5 people,Mechanical equipment installation and maintenance workers,46,other,2 to less than 3 years,tuesday,09:00,"At around 9:40 a.m. on Wednesday, October 26, 2010, a telecommunication manhole lifted using an excavator fell from the new construction site of Shindonga Construction Co., Ltd., located in Block 3 of Deokji-gu, Ilsanseo-gu, Goyang-si, Gyeonggi-do, using an excavator. It was a disaster in which a deceased person belonging to Dongbang Electric Co., Ltd., a partner company, fell on the bottom of an excavated manhole and died while being transported to the hospital.",Residential and commercial facilities,2
383,Suwon Ilwolcheonggu APT,Less than 70 to 80%,Less than 50 billion to 100 billion won,19991229,Abnormal temperature contact,Equipment/Machines,Other facilities and machines,"Non-industrial heating, washing and cleaning machinery","Non-industrial heating, washing and cleaning machinery",Architectural construction work,200 ~ 299 people,unclassifiable,60,other,2 months to less than 3 months,wednesday,10 o'clock,"At around 10:20 on the rooftop of building 106 at the new construction site of Ilwolcheong-gu Apartment, on December 29, 99, the victim, ***, was moving the portable furnace that was being cured on the rooftop of building 106 with a colleague to cure the rooftop of building 102. He was poisoned by residual gas and collapsed, suffering burns. Disaster",Residential and commercial facilities,248
384,Padong Apartment Structural Construction,Less than 10 to 20%,Less than 1 billion to 2 billion won,20020804,fall,"Buildings, structures and surfaces",stairs and ladders,ladder,portable ladder,Architectural construction work,16 to 29 people,Construction-related technicians,50,other,1 month to less than 2 months,sunday,16:00,"***In order to assemble the retaining wall form for building 101 at the new construction site of Dongshinpa-dong Apartment in Padong-gu, Gasuseong-gu, a ladder was set up on the retaining wall form and while climbing up carrying timber for the work, he lost his body balance from a height of about 1.9 meters and fell down, injuring himself. It was an accident.",Residential and commercial facilities,16
385,Eugene Gyu and 1 person Hongje-dong 82-82 multi-family housing construction,Less than 80 ~ 90%,Less than 300 million to 500 million won,20031228,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,Scaffolding lacking detailed information,Architectural construction work,5 to 9 people,Construction-related technicians,53,other,6 months to less than 1 year,sunday,14:00,"***During the demolition of the Ashbaba at the above-mentioned site at the above-mentioned date and time, the Ashiba fell and hit his head. ***At the above-mentioned date and time, while the Asiba was being demolished at the above-mentioned site, the Ashiba fell and hit his head. was injured.",Residential and commercial facilities,7
386,Bangbae 2~4 Reconstruction Apartment,Less than 40 to 50%,Less than 20 billion to 30 billion won,20050509,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,work platform,Work stool (workbench),Architectural construction work,100 ~ 199 people,unclassifiable,65,other,2 months to less than 3 months,monday,10 o'clock,"After removing the lower work platform and supports to remove the residue that flowed out after pouring concrete on the first floor of the underground parking lot, the moment I picked up a hammer drill from a colleague on the concrete residue, I fell 3.5 meters along with the concrete residue.",Residential and commercial facilities,152
387,Yangsan Water Geum Hyosung Apartment Construction,Less than 30 to 40%,More than 100 billion won,20060227,"Work-related diseases (brain, heart, etc.)",unclassifiable,unclassifiable,unclassifiable,unclassifiable,Architectural construction work,500 ~ 999 people,unclassifiable,61,other,1 month to less than 2 months,monday,17:00,"2006.2.27. At the Yangsan Water Geum Hyosung Apartment new construction site, around 17:40, I finished work and was on my way to the locker room (1st floor of Building 106) when I suddenly collapsed while passing through the lower road next to Building 5.",Residential and commercial facilities,575
388,Ulsan Dalcheon I-Park site,over 90,More than 100 billion won,20071030,"Work-related diseases (brain, heart, etc.)",unclassifiable,unclassifiable,unclassifiable,unclassifiable,Architectural construction work,300 ~ 499 people,"Electrical, electronic and mechanical engineering technicians and testers",46,other,2 to less than 3 years,tuesday,06:00,"Mang *** began working as an electrical installation contract worker on June 1, 1988, in the new apartment construction project located in Bansong-dong, Changwon-si, constructed by the above-mentioned business, and has continued to work at new construction sites being built by the same business. He was employed and working at the site on September 29, 2007. He went to work the next day and found the person collapsed in a container box used as a locker room and warehouse. They called 119 and took the person to the hospital, but he had already died.",Residential and commercial facilities,383
389,Gimpo Yanggok A-3BL Apartment Construction Section 12,Less than 20 to 30%,Less than 5 billion to 10 billion won,20080529,fall,"Buildings, structures and surfaces",ends and openings,end,end,Architectural construction work,30 to 49 people,Construction-related technicians,57,other,less than 1 month,thursday,14:00,"2008.5.29 Around 14:00, while dismantling the form on the basement floor of Building 601 during the construction of Gimpo Yanggok A-2BL Apartment Construction in Section 12, 4 people including the injured person were working. While dismantling the external form, the person lost his/her body balance by stepping on an empty space in the wall comfort tent without a wall railing. He fell to the floor of a nearby structure and collapsed due to head impact. He and a witness were taken to nearby Korea Hospital. Emergency surgery was performed on the head and he is currently receiving treatment (safety net not installed).",Residential and commercial facilities,44
390,Gwangmyeong Haan Jugong 1 Complex Apartment Reconstruction Project,Less than 40 to 50%,More than 100 billion won,20080807,fall,"Buildings, structures and surfaces",ends and openings,opening,floor opening,Architectural construction work,500 ~ 999 people,electrician,61,other,6 months to less than 1 year,thursday,17:00,"Haan e-Pyunhan World site in Haan-dong, Gwangmyeong-si, building 108, 9th floor above ground, on the cover of the smoke control stand opening, a horse scaffold (H: 70CM) was installed on the upper part for caulking work on the inner wall joint of the smoke control stand duct, and worker Kim Myeong-gil was on the horse scaffold. The caulking work was performed and the victim *** played the role of holding the scaffolding from the inside. During work, the 9th floor floor ? The cover of the A disaster involving a fall through an opening to the 7th floor, caused by unsafe behavior. (The cover of the 8th floor opening was arbitrarily dismantled during work.)",Residential and commercial facilities,933
391,Daegu Wolbae 10 Block e-Pyeonhansesang Apartment new construction,Less than 40 to 50%,More than 100 billion won,20080130,Occupational diseases (excluding pneumoconiosis),Chemicals and Chemical Products,"Metal particles, trace elements, dust, fume",Other metal compounds,Chromium and its compounds,Other construction work,500 ~ 999 people,unclassifiable,53,other,6 months to less than 1 year,wednesday,09:00,"Started welding in 1983 and worked as a welder at various new construction sites for about 25 years. 07.12 Visited Samsung Hospital in Seoul due to findings of right lung enlargement and other suspected chest diseases during health checkup, and was diagnosed with lung cancer.",Residential and commercial facilities,601
392,Multi-family housing construction at 522-69 Galhyeon-dong,Less than 20 to 30%,Less than 300 million to 500 million won,20091023,fall,"Buildings, structures and surfaces","Buildings, structures and surfaces lacking detailed information","Buildings, structures and surfaces lacking detailed information","Buildings, structures and surfaces lacking detailed information",Architectural construction work,5 to 9 people,Architectural and civil engineering technicians and testers,62,other,less than 1 month,friday,13 o'clock,The deceased fell from a height of 3 floors while doing plastering work at a new multi-family construction site at the time of the above disaster and died while recuperating.,Residential and commercial facilities,6
393,Seoul Forest 1st Block Residential-Commercial Apartment New Construction,Less than 50 to 60%,More than 100 billion won,20100122,hit by object,"Buildings, structures and surfaces",formwork and braces,formwork,prefabricated formwork,Architectural construction work,500 ~ 999 people,unclassifiable,64,other,less than 1 month,friday,16:00,"At about 16:00 on January 22, 2010, while the victim (Seo Gi-ha) was organizing materials on the protruding roof of the 5th floor of Building 101, form material (73CM*53CM) that fell between the external gang form (RCS form) on the 14th floor of Building 101 fell into the end of the slab on the 13th floor. After bouncing, it fell over the external falling object prevention net installed on the 11th floor and hit the back of the head of the victim below.",Residential and commercial facilities,794
394,Gimpo Geolpo District Urban Development District 2 Block Apartment,Less than 70 to 80%,More than 100 billion won,20100330,"Work-related diseases (brain, heart, etc.)",unclassifiable,unclassifiable,unclassifiable,unclassifiable,Architectural construction work,300 ~ 499 people,"Construction, electrical and production managers",57,other,4 months to less than 5 months,tuesday,11 o'clock,"On March 30, 2010, around 11:15, the deceased was installing a mobile frame scaffold for welding the heating pipe (copper pipe) connection area on the second floor of the underground parking lot of building 204 of the apartment complex located at 316-2 Geolpo-dong, Gimpo-si, Gyeonggi-do, and heard a gasping sound while preparing for the welding work. This is a disaster in which the patient fell unconscious on a heating pipe (copper pipe) and was transported to Paik Hospital by 119, where he died during treatment.",Residential and commercial facilities,408
395,Gasan-dong STX V-TOWER apartment type factory construction site,over 90,Less than 50 billion to 100 billion won,20100804,fall,"Buildings, structures and surfaces",stairs and ladders,ladder,portable ladder,Other construction work,300 ~ 499 people,Architectural finishing related skills,57,other,6 months to less than 1 year,wednesday,08:00,"At approximately 8:00 on August 4, 2010, the victim (***) was using an A-type ladder at the loading dock on the first floor to fix the second glass from the top with a press for caulking work, when he lost his balance and fell, falling 1.4 meters. Hit the floor below.",Residential and commercial facilities,451
396,Paju Unjeong City A16B/L Halla Vivaldi Apartment Construction,After construction completion,More than 100 billion won,20100622,pneumoconiosis,unclassifiable,unclassifiable,unclassifiable,unclassifiable,Architectural construction work,500 ~ 999 people,simple laborer,71,other,2 to less than 3 years,tuesday,00 o'clock,,Residential and commercial facilities,698
397,New apartment building construction,unclassifiable,Less than 200 million to 300 million won,20101011,fall,"Buildings, structures and surfaces",ends and openings,end,end,Architectural construction work,16 to 29 people,unclassifiable,63,other,less than 1 month,monday,16:00,"At a new townhouse construction site, he slipped and fell while installing a first-floor window and nursing room.",Residential and commercial facilities,18
398,Songpa Hanyang 2nd Apartment Waterproofing Work,Less than 70 to 80%,Less than 40 million to 100 million won,20091127,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,moon scaffolding,Other construction work,less than 5 people,unclassifiable,44,other,less than 1 month,friday,16:00,"On November 27, 2009, at approximately 4:10 p.m., a rope-certified accident victim died after the rope came loose while working on a rooftop rope to repair a crack in the exterior wall near the entrance (back) to the entrance (back) of lines 1 and 2 of Building 27 of Songpa Hanyang Apartments 2 and fell to the ground.",Residential and commercial facilities,2
399,Dongmun-ri apartment complex (row house) construction,Less than 10 to 20%,Less than 500 million to 1 billion won,20100720,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,fat,double rope scaffolding,Architectural construction work,5 to 9 people,Construction-related technicians,64,other,less than 1 month,tuesday,07:00,"While working on the formwork on a work platform installed on the external double-rope scaffolding on the 5th floor of a new construction site, he fell between the work platform and the upper railing and was transported to Pohang St. Mary's Hospital by 119, but died around 09:18.",Residential and commercial facilities,8
400,Comfortable World Mojeong New Construction,After construction completion,Less than 20 million to 40 million won,20110216,fall,"Buildings, structures and surfaces",Other buildings and structures,"roof, beam","roof, beam",Architectural construction work,less than 5 people,Simple construction and mining workers,69,other,less than 1 month,wednesday,10 o'clock,"2011.2.16. At around 10:30, while cleaning tiles on the roof of Mojeong at the Pyunhan World Mojeong new construction site in Singye-ri, Daesan-myeon, Namwon-si, he slipped while moving while stepping on tiles and fell 3.6 meters down to the dirt floor and died.",Residential and commercial facilities,1
401,Gwangju 3rd (C8-4B/L) Daebang Nobleland Apartment new construction,Less than 70 to 80%,Less than 50 billion to 100 billion won,20110118,stuck,Equipment/Machines,"Transportation, lifting equipment and machinery",Lifting equipment and machinery,tower crane,Other construction work,500 ~ 999 people,unclassifiable,48,other,less than 1 month,tuesday,10 o'clock,"The injured person, who was a daily worker (installer and dismantler) of a tower crane belonging to Hyungjin Tower, was dismantling tower crane unit 3 in front of building 306 at the new construction site of Daebang Nobland Apartment, 8-4BL, Suwan district, Gwangju, located at 1693 Jangdeok-dong, Gwangsan-gu, Gwangju, around 10:10 January 18, 2011. While working on the wire winding (wooin) of a tower crane, the victim's clothes got caught in the wire line and got caught in the drum of the right inch. He was transported to Gwangju Suwan Hospital by 119 ambulance vehicle, but suffered multiple rib fractures around 10:30 on the same day. , a disaster in which death has already been confirmed due to abdominal and multi-organ damage caused by amputation of the left lower extremity.",Residential and commercial facilities,568
402,Yongmungo Dormitory Extension Construction,Less than 80 ~ 90%,Less than 300 million to 500 million won,20110127,fall,"Buildings, structures and surfaces",Scaffolding and work scaffolding,work platform,Work stool (workbench),Architectural construction work,10 to 15 people,Engineering professionals and technicians,44,other,less than 1 month,thursday,13 o'clock,"He was hired as a window sash installer at the expansion construction site of Yongmun High School in Maryong-ri, Yongmun-myeon, Gyeonggi-do, and while working on silicone on the external scaffolding around the 4th floor window, he fell carelessly and was immediately transferred to Yangpyeong Gil Hospital via 119, but suffered a skull fracture and multiple rib fractures around 14:15. It is a disaster that resulted in death from",Residential and commercial facilities,15
403,Mechanical equipment construction during the construction of Korea Air Conditioning Gwangju factory,Less than 60 ~ 70%,Less than 500 million to 1 billion won,20110309,Traffic accident outside the workplace,Transportation,land transportation,General land vehicle,"Vans, recreational vehicles",Other construction work,16 to 29 people,plumber,54,other,2 months to less than 3 months,wednesday,07:00,"2011.03.09. At around 07:00 a.m., at Yeonggwangtong intersection in Sochon-dong, Gwangsan-gu, Gwangju, I was on my way to work using the company (Suyeong Industrial Co., Ltd.) vehicle Startex (90su1313) from my accommodation to carry out facility construction at the new construction site of Korea Air Conditioning's Gwangju factory by bus (Gwangju 77 Company). 5212) and was injured in a traffic accident.",Residential and commercial facilities,22
404,"Daewon Cantabile site, Byeolnae District, Namyangju",Less than 50 to 60%,More than 100 billion won,20110216,fall,"Buildings, structures and surfaces",Other temporary structures,Temporary passageways and railings,safety net,Architectural construction work,300 ~ 499 people,Construction-related technicians,59,other,less than 1 month,wednesday,16:00,"While cleaning the inside of the falling object prevention net, the anchor bolt for fixing it was cut, causing damage from falling from the prevention net.",Residential and commercial facilities,383
